Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription;
 MX-F-303;Fotos;imagen;;Arranca l'Any Margarida Xirgu con el objetivo de recuperar y dar a conocer a la mujer y la actriz;;indeterminado;;Sala de prensa;Sala de prensa. Generalitat de Catalunya. Ester Bartomeu comisaria del año Xirgu, ângels Ponsa directora general de Cooperación Cultural y Xavier Rius Xirgu sobrino nieto de la actriz;El archivo original se llama: fotonoticia_20190524151523_640.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x268 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/fotonoticia_20190524151523_640.jpg;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-304;Fotos;imagen;;Xavi Lite;;indeterminado;;"Propuesta de cambiar el nombre del teatro Principal de Badalona a ""Teatre Margarida Xirgu""";Nos ha leído el poema que García Lorca escribió a Margarita Xirgu. Hoy hemos aprobado por unanimidad cambiar el nombre del Principal a Teatro Margarita Xirgu.;El archivo original se llama:material/expos/any%20xirgu/badalona/Captura%20de%20pantalla%202019-09-27%20a%20les%2018.53.47.png;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x 202 Png;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/any%20xirgu/badalona/Captura%20de%20pantalla%202019-09-27%20a%20les%2018.53.47.png Video completo: https://twitter.com/xavilite/status/1176599285883785216?s=20&fbclid=IwAR0yNHK-enJ0hM5zApZMcNc0rU4FS5NjE_OXnFT0j2OfKLlDSOurTxkuCxQ;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-305;Fotos;imagen;;Portada de una obra;;indeterminado;;La Xirgu en la memòria. Llibertat i exili;La Xirgu en la memòria. Llibertat i exili;El archivo original se llama:  001.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;500x364  Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/homenat/la%20xirgu%20en%20la%20memoria/001.jpg;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-306;Fotos;imagen;;Extracto de una obra;;indeterminado;;La Xirgu en la memòria. Llibertat i exili;La Xirgu en la memòria. Llibertat i exili;El archivo original se llama:  002.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;501x364  Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/homenat/la%20xirgu%20en%20la%20memoria/002.jpg Link con los demas folletos y textos: https://photos.google.com/share/AF1QipM8sbVc09it_s7G6lIvR_N3t4J2oinbo69OoKVOHY uYG47EobaPFxrTcR-fVeGA7g?key=Y0JKSUJNbGNMTVItVE1MSHlsaks0Um9CbnVLa3ln https://photos.google.com/share/AF1QipM8sbVc09it_s7G6lIvR_N3t4J2oinbo69OoKVOHYuYG47EobaPFxrTcR-fVeGA7g?key=Y0JKSUJNbGNMTVItVE1MSHlsaks0Um9CbnVLa3ln;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-307;Fotos;imagen;;Folletos y documentos;;indeterminado;;La Xirgu en la memòria. Llibertat i exili;La Xirgu en la memòria. Llibertat i exili;El archivo original se llama: material/expos/Captura%20de%20pantalla%202019-02-12%20a%20les%2020.49.24.png;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x283 Png;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/Captura%20de%20pantalla%202019-02-12%20a%20les%2020.49.24.png;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-308;Fotos;imagen;;Folletos y documentos;;indeterminado;;La Xirgu en la memòria. Llibertat i exili;La Xirgu en la memòria. Llibertat i exili;El archivo original se llama:  setmana-xirgu_programa.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;600x425 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/setmana-xirgu_programa.jpg Para leer los folletos : https://photos.google.com/share/AF1QipM8sbVc09it_s7G6lIvR_N3t4J2oinbo69OoKVOHYuYG47EobaPFxrTcR-fVeGA7g?key=Y0JKSUJNbGNMTVItVE1MSHlsaks0Um9CbnVLa3ln;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-309;Fotos;imagen;;Folletos y documentos;;indeterminado;;La Xirgu;"Video que nos muestra ""instantes"" de la vida teatral de Margarita Xirgu. Créditos: Teatro Solís Comedia Nacional Centro Cultural de España Realización: Tevé Ciudad 2005";El archivo original se llama: Captura%20de%20pantalla%202019-07-15%20a%20les%2010.31.54.png;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;555x418 Png;;;;;Archivo Png;Digital;Bueno;http://margaritaxirgu.es/material/expos/Captura%20de%20pantalla%202019-07-15%20a%20les%2010.31.54.png;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-310;Fotos;imagen;;teatro de verano;;indeterminado;;Teatro de Verano en Punta Ballena;En 1964 la mayor actriz en lengua castellana creó un Teatro de Verano en Punta del Este. Margarita Xirgu, la musa de Federico García Lorca, había sido desterrada por la dictadura de Franco en España. Aceptó la ciudadanía uruguaya, fundó la Escuela de Arte Dramático, dirigió la Comedia Nacional, formó a China Zorrilla, Estela Medina, Sancho Gracia. Desde su casa en Portezuelo planeó este anfiteatro que hoy está abandonado.;El archivo original se llama: material/expos/Captura%20de%20pantalla%202019-07-15%20a%20les%2010.49.30.png;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;350x218 Png;;;;;Archivo Png;Digital;Bueno;http://margaritaxirgu.es/material/expos/Captura%20de%20pantalla%202019-07-15%20a%20les%2010.49.30.png;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-311;Fotos;imagen;;Cartel de publicidad para un semana cultural;;indeterminado;;Semana cultural;Semana cultural Margarita Xirgu en Actur Puente Santiago, Zaragoza   ;El archivo original se llama: material/expos/cartel-homenaje.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;858x604 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/cartel-homenaje.jpg;;España Zaragoza;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-312;Fotos;imagen;;Postada de la pelicula La Xirgu;;indeterminado;;Portada de la pelicula La Xirgu;Portada de la pelicula La Xirgu;El archivo original se llama: 13502143_10209534393493754_6485710531316622262_n.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;500x281 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/13502143_10209534393493754_6485710531316622262_n.jpg;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-313;Fotos;imagen;;Figurines de Margarita Xirgu y de obras en las cuales estaba actuando o representada;; Santiago Ontañón;;     Figurines de Margarita Xirgu realizados por Santiago Ontañón;     Figurines de Margarita Xirgu realizados por Santiago Ontañón;El archivo original se llama: expos/princesasofia/figurins%20Ontanon%20-%20Campo%20cerrado.jpg;;Responsable del archivo :Jordi Rius Xirgu, sobrino nieto de Margarita Xirgu Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;500x281 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/princesasofia/figurins%20Ontanon%20-%20Campo%20cerrado.jpg Link para ver las figurinas de cerca : https://photos.google.com/share/AF1QipM9nkHX9Jy4IQf2xgsaYJqX2LiBsZAOo5CtkGWkBnw9vdTKLdOTiQxw72qJM66jZw?key=ZU9PbmdCTUlLLXVfR25iYmdaLTlkTVpEX2c1X2ln;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-314;Fotos;imagen;;Cartel de publicidad sobre Margarita Xirgu;;Amparo Climent.;;Un día como hoy de 1969 fallecía en Montevideo la actriz y directora catalana Margarita Xirgu, figura referente de nuestra Comedia Nacional.;Un día como hoy de 1969 fallecía en Montevideo la actriz y directora catalana Margarita Xirgu, figura referente de nuestra Comedia Nacional.;El archivo original se llama: margarita2016.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;350x350 jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/homenat/margarita2016.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-315;Fotos;imagen;2016;Pelicula Xirgu;;indeterminado;;Pelicula Xirgu;Pelicula Xirgu;El archivo original se llama: 12719307_10207253070798518_6793208092473634050_o.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x225 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/12719307_10207253070798518_6793208092473634050_o.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-316;Fotos;imagen;2016;Pelicula Xirgu;;indeterminado;;Pelicula Xirgu;Pelicula Xirgu;El archivo original se llama: /l'Actriu/12744755_1687954574779766_7606589850007375765_n.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x265 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/12744755_1687954574779766_7606589850007375765_n.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-317;Fotos;imagen;2016;Pelicula Xirgu;;indeterminado;;Pelicula Xirgu;El Foment Cultural i Artístic acull la preestrena de “La Xirgu”;El archivo original se llama: 12779196_1689715774603646_7649920053873715274_o.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x266 jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/12779196_1689715774603646_7649920053873715274_o.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-318;Fotos;imagen;Indeterminado;Xirgu Margarita Mariana Pineda;;indeterminado;;Margarita Xirgu;Pancarta sonbre la obra de Mariana Pineda y Margarita Xirgu;El archivo original se llama: 13169818_478482299012456_971740293_o.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;280x400 Jpg;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/13169818_478482299012456_971740293_o.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-319;Fotos;imagen;Indeterminado;Xirgu Margarita Mariana Pineda;;indeterminado;;Margarita Xirgu;Pancarta sonbre la obra de Mariana Pineda y Margarita Xirgu;El archivo original se llama: l’Actriu/Captura%20de%20pantalla%202016-02-29%20a%20les%2021.52.16.png;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;398x242 png;;;;;Archivo Png;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/Captura%20de%20pantalla%202016-02-29%20a%20les%2021.52.16.png;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-320;Fotos;imagen;2000-2020;La Xirgu;;indeterminado;;La Xirgu pelicula;Laia Marull y Fran Perea interpretando a Margarida Xirgu y Federico García Lorca;El archivo original se llama: 12219548_1656940097881214_5411616339035974355_n.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x288 jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/12219548_1656940097881214_5411616339035974355_n.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-321;Fotos;imagen;2000-2020;La Xirgu;;indeterminado;;La Xirgu pelicula;Pelicula Xirgu;El archivo original se llama: 12295423_1659266700981887_7811538032499094120_n.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x200 jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/12295423_1659266700981887_7811538032499094120_n.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-322;Fotos;imagen;2000-2020;La Xirgu;;indeterminado;;La Xirgu pelicula;Pelicula Xirgu;El archivo original se llama: Xirgu-del-Marull-que-Valle-Inclan_ARAIMA20150313_0042_45.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/12295423_1659266700981887_7811538032499094120_n.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-323;Fotos;imagen;2000-2020;La Xirgu;;indeterminado;;La Xirgu pelicula;Pelicula Xirgu;El archivo original se llama: l'Actriu/10431442_10153701014298797_6734677701082623658_n.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;400x300 jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/premsa/l'Actriu/10431442_10153701014298797_6734677701082623658_n.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-324;Fotos;imagen;1950-1969;La Xirgu;;indeterminado;;Margarita Xirgu;Estela Medina y Margarita Xirgu   ;El archivo original se llama: 36571.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;260x256 jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/teatro%20solis/36571.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-325;Fotos;imagen;2015-2020;La Xirgu;;indeterminado;;Margarita Xirgu;Tributo a Margarita Xirgu;Amicszorilla.jpg;;Responsable del archivo :Indeterminado  Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);;;;300x212Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/amics%20zorrilla/amics%20zorrilla.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
